Agency,Platform,Url,Date Sampled,Likes
nycgov,Google+,https://plus.google.com/u/0/b/104030911277642419611/104030911277642419611/posts/p/pub,12/12/2012 0:00,
TLC,Facebook,http://www.facebook.com/pages/NYC-Taxi-and-Limousine-Commission/101679939900978?v=wall,12/12/2012 0:00,505
DRIS,YouTube,http://www.youtube.com/nycdeptofrecords,12/12/2012 0:00,
Veteran's Affairs,Youtube,http://www.youtube.com/channel/UCi6IvOszIb3hHPMUsaNKyXA,12/12/2012 0:00,
NYC Water,Youtube,http://www.youtube.com/nycwater,12/12/2012 0:00,
NYC Gov,YouTube,http://www.youtube.com/nycgov,12/12/2012 0:00,
MOAE,YouTube,http://www.youtube.com/YouCanTooNYC,12/12/2012 0:00,3
Mayor's Fund,Youtube,http://www.youtube.com/mayorsfundnyc,12/12/2012 0:00,
Materials for the Arts,YouTube,http://www.youtube.com/user/MaterialsForTheArts,12/12/2012 0:00,
DSNY,YouTube,http://www.youtube.com/nycrecyclemore,12/12/2012 0:00,1
DOH,Youtube,http://www.youtube.com/user/drinkingsugar,12/12/2012 0:00,143
DOC,YouTube,http://www.youtube.com/user/OFFICIALNYCDOC,12/12/2012 0:00,
DCA,YouTube,http://www.youtube.com/nycdca,12/12/2012 0:00,
DOH,Android,Condom Finder,12/12/2012 0:00,
DOT,Android,You The Man,12/12/2012 0:00,
MOME,Android,MiNY Venor app,12/12/2012 0:00,343
DOT,Broadcastr,,12/12/2012 0:00,
DPR,Broadcastr,http://beta.broadcastr.com/Echo.html?audioId=670026-4001,12/12/2012 0:00,
ENDHT,Facebook,http://www.facebook.com/pages/NYC-Lets-End-Human-Trafficking/125730490795659?sk=wall,12/12/2012 0:00,5
VAC,Facebook,https://www.facebook.com/pages/NYC-Voter-Assistance-Commission/110226709012110,12/12/2012 0:00,42
PlaNYC,Facebook,http://www.facebook.com/pages/New-York-NY/PlaNYC/160454173971169?ref=ts,12/12/2012 0:00,60
DFTA,Facebook,http://www.facebook.com/pages/NYC-Department-for-the-Aging/109028655823590,12/12/2012 0:00,118
energyNYC,Facebook,http://www.facebook.com/EnergyNYC?sk=wall,12/12/2012 0:00,145
MOIA,Facebook,http://www.facebook.com/ihwnyc,12/12/2012 0:00,132
City Store,Facebook,http://www.facebook.com/citystorenyc,12/12/2012 0:00,168
OCDV,Facebook,http://www.facebook.com/pages/NYC-Healthy-Relationship-Training-Academy/134637829901065,12/12/2012 0:00,299
HIA,Facebook,http://www.facebook.com/pages/New-York-City-Health-Insurance-Link/145920551598,12/12/2012 0:00,219
MOPD,Facebook,http://www.facebook.com/pages/New-York-City-Mayors-Office-for-People-with-Disabilities/145237285504681?sk=wall,12/12/2012 0:00,244
DOB: UrbanCanvas,Facebook,http://www.facebook.com/NYCurbancanvas,12/12/2012 0:00,216
DOT,Facebook,http://www.facebook.com/JanetteSadikKhan,12/12/2012 0:00,307
HRA,Facebook,http://www.facebook.com/#!/pages/New-York-NY/NYC-DADS/111504588886342,12/12/2012 0:00,236
MOPD,Facebook,http://www.facebook.com/profile.php?id=1570569347,12/12/2012 0:00,244
DFTA,Facebook,http://www.facebook.com/timebanksnyc,12/12/2012 0:00,260
DOB: Cool Roofs,Facebook,http://www.facebook.com/coolroofs?sk=wall,12/12/2012 0:00,276
NYC & Co,Facebook,http://www.facebook.com/nycgo.nl,12/12/2012 0:00,284
MOIA,Facebook,http://www.facebook.com/pages/NYC-Mayors-Office-of-Immigrant-Affairs/118622031512497,12/12/2012 0:00,291
CAU,Facebook,http://www.facebook.com/NYCMayorsCAU,12/12/2012 0:00,289
DOITT,Facebook,http://www.facebook.com/pages/New-York-NY/NYC-INFORMATION-TECHNOLOGY-TELECOMMUNICATIONS/104786059565184,12/12/2012 0:00,284
City Charter,Facebook,http://www.facebook.com/pages/New-York-NY/NYC-Charter-Revision-Commission/110528715643388,12/12/2012 0:00,284
Vets,Facebook,http://www.facebook.com/pages/NYC-Mayors-Office-of-Veterans-Affairs/128003537214726,12/12/2012 0:00,312
DHS,Facebook,http://www.facebook.com/pages/New-York-NY/HOPE-2011/157690657606772,12/12/2012 0:00,294
NYC & Co,Facebook,http://www.facebook.com/nycgo.de,12/12/2012 0:00,377
NYC & Co,Facebook,http://www.facebook.com/nycgo.fr,12/12/2012 0:00,361
SICB1,Facebook,https://www.facebook.com/CB1SI,12/12/2012 0:00,325
ACS,Facebook,http://www.facebook.com/FamilyConnectionsNYC,12/12/2012 0:00,369
DCA,Facebook,http://www.facebook.com/NYCDCA,12/12/2012 0:00,370
NYC & Co,Facebook,http://www.facebook.com/nycgo.au,12/12/2012 0:00,383
NYC & Co,Facebook,http://www.facebook.com/nycgo.ca,12/12/2012 0:00,404
NYCHA,Facebook,http://www.facebook.com/NYCHA,12/12/2012 0:00,600
NYC & Co,Facebook,http://www.facebook.com/nycgo.uk,12/12/2012 0:00,657
NYC & Co,Facebook,http://www.facebook.com/nycgo.it,12/12/2012 0:00,852
Culture,Facebook,https://www.facebook.com/piypnyc,12/12/2012 0:00,698
SBS,Facebook,http://www.facebook.com/NYCBusiness,12/12/2012 0:00,810
FUND,Facebook,http://www.facebook.com/mayorsfundtoadvancenyc,12/12/2012 0:00,801
DOT,Facebook,http://www.facebook.com/YouTheManNYC,12/12/2012 0:00,874
NYC & Co,Facebook,http://www.facebook.com/nycgo.es,12/12/2012 0:00,1364
HHC,Facebook,http://www.facebook.com/nychhc,12/12/2012 0:00,1023
MOME,Facebook,http://www.facebook.com/nycmedia.jobhunt,12/12/2012 0:00,1102
GreeNYC,Facebook,https://www.facebook.com/birdienyc,12/12/2012 0:00,1244
311,Facebook,http://www.facebook.com/pages/New-York-City-311/84372567650,12/12/2012 0:00,1323
DOH,Facebook,http://www.facebook.com/NYCKnows,12/12/2012 0:00,1591
DOE,Facebook,http://www.facebook.com/nycgrads,12/12/2012 0:00,1839
DEP,Facebook,http://www.facebook.com/nycwater,12/12/2012 0:00,2114
MOME,Facebook,https://www.facebook.com/NYCMedia,12/12/2012 0:00,2532
EDC,Facebook,http://www.facebook.com/NYCEDC,12/12/2012 0:00,2793
SBS - Workforce1,Facebook,http://www.facebook.com/nycworkforce1,12/12/2012 0:00,3687
DOT,Facebook,http://www.facebook.com/NYCDOT,12/12/2012 0:00,3362
EDC,Facebook,http://www.facebook.com/AppSciNYC,12/12/2012 0:00,3537
DYCD,Facebook,http://www.facebook.com/nycyouth,12/12/2012 0:00,4309
DOH,Facebook,http://www.facebook.com/EatingHealthyNYC,12/12/2012 0:00,6645
NYC & Co,Facebook,http://www.facebook.com/nycgo.br,12/12/2012 0:00,4471
DOE,Facebook,http://www.facebook.com/NYCTeachingFellows,12/12/2012 0:00,4810
NYCService,Facebook,http://www.facebook.com/nycservice,12/12/2012 0:00,5215
NYC Mayors Cup,Facebook,https://www.facebook.com/nycmayorscup,12/12/2012 0:00,6758
DOH,Facebook,http://www.facebook.com/nycquits,12/12/2012 0:00,6595
DOE,Facebook,http://www.facebook.com/pages/I-TEACH-NYC/11409913191,12/12/2012 0:00,7420
DOE,Facebook,http://www.facebook.com/fundforpublicschools,12/12/2012 0:00,8223
DPR,Facebook,http://www.facebook.com/nycparks,12/12/2012 0:00,12020
OEM,Facebook,http://www.facebook.com/nycemergencymanagement,12/12/2012 0:00,13417
DOE,Facebook,http://www.facebook.com/NYCschools,12/12/2012 0:00,18067
DOH,Facebook,http://www.facebook.com/NYCcondom,12/12/2012 0:00,17593
NYC & Co,Facebook,http://www.facebook.com/nycgo,12/12/2012 0:00,25510
FDNY,Facebook,http://www.facebook.com/FDNYhome,12/12/2012 0:00,64642
CCRB,Facebook,https://www.facebook.com/home.php#!/pages/NYC-Civilian-Complaint-Review-Board/152765208087880,12/12/2012 0:00,13
Commission on Human Rights,Facebook,http://www.facebook.com/NYCCommissionOnHumanRights,12/12/2012 0:00,
DOB,Facebook,http://www.facebook.com/NYCBuildings,12/12/2012 0:00,853
DSNY,Facebook,http://www.facebook.com/pages/NYC-Recycle-More-Waste-Less/152173854860863,12/12/2012 0:00,68
HDP,Facebook,http://www.facebook.com/pages/NYC-HPD-POE/128962093860639,12/12/2012 0:00,
HPD/Commission on Human Rights,Facebook,http://www.facebook.com/FairHousingNyc,12/12/2012 0:00,
LPC,Facebook,http://www.facebook.com/pages/NYC-Landmarks-Preservation-Commission/133261836703216,12/12/2012 0:00,15
Materials for the Arts,Facebook,https://www.facebook.com/mftanyc,12/12/2012 0:00,
MOAE,Facebook,http://www.facebook.com/pages/You-Can-Too/203525729692056,12/12/2012 0:00,10
MOIA,Facebook,http://www.facebook.com/pages/WE-ARE-NEW-YORK/174438697072,12/12/2012 0:00,
MOME,Facebook,http://www.facebook.com/NYCMINY,12/12/2012 0:00,
NYC Gov,Facebook,http://www.facebook.com/nycgov,12/12/2012 0:00,
NYCCFB,Facebook,http://www.facebook.com/nycvotes,12/12/2012 0:00,
NYPD,Facebook,https://www.facebook.com/NYPD,12/12/2012 0:00,
DRIS,Facebook,http://www.facebook.com/NycDeptOfRecords,12/12/2012 0:00,
DRIS,Facebook,http://www.facebook.com/MayorEdKochNYCRecords,12/12/2012 0:00,
DRIS,Facebook,http://www.facebook.com/MayorJohnLindsayNYCRecords,12/12/2012 0:00,
DRIS,Facebook,http://www.facebook.com/MayorFiorelloLaGuardiaNYCRecords,12/12/2012 0:00,
LMEC,Flickr,http://www.facebook.com/pages/New-York-NY/Latin-Media-and-Entertainment-Week/122259604487271,12/12/2012 0:00,216
DEP,Flickr,http://www.flickr.com/photos/nycep,12/12/2012 0:00,
DOB,Flickr,http://www.flickr.com/photos/nyc_buildings/,12/12/2012 0:00,
DOE,Flickr,http://www.flickr.com/photos/nycschools,12/12/2012 0:00,
DOITT,Flickr,http://www.flickr.com/photos/nyc_doitt,12/12/2012 0:00,
DOT,Flickr,http://www.flickr.com/photos/nycstreets,12/12/2012 0:00,
DPR,Flickr,http://www.flickr.com/photos/nycparks/,12/12/2012 0:00,
DSNY,Flickr,http://flickr.com/nycrecyclemore,12/12/2012 0:00,
EDC,Flickr,http://www.flickr.com/nycedc,12/12/2012 0:00,
FDNY,Flickr,http://www.flickr.com/groups/fdny-ems,12/12/2012 0:00,
HHC,Flickr,http://www.flickr.com/hhcnyc,12/12/2012 0:00,
LMEC,Flickr,http://www.flickr.com/photos/nyclatinmedia/,12/12/2012 0:00,
LPC,Flickr,http://www.flickr.com/photos/nyclandmarks,12/12/2012 0:00,
Materials for the Arts,Flickr,http://www.flickr.com/photos/materialsforthearts,12/12/2012 0:00,
Mayor's Office,Flickr,http://www.flickr.com/photos/nycmayorsoffice/,12/12/2012 0:00,
NYC Digital,Flickr,http://www.flickr.com/photos/nycdigital/,12/12/2012 0:00,
NYCHA,Flickr,http://www.flickr.com/photos/nychapics,12/12/2012 0:00,
PlaNYC,Flickr,http://www.flickr.com/photos/planyc/,12/12/2012 0:00,
Prob,Flickr,http://www.flickr.com/photos/nycprobation/,12/12/2012 0:00,
SnowUpdate,Flickr,http://www.flickr.com/groups/1604085@N23/,12/12/2012 0:00,
HRA,Flickr,http://www.flickr.com/people/nychra/,12/12/2012 0:00,
DSNY,Flickr,http://www.flickr.com/photos/86722064@N03/,12/12/2012 0:00,
GreeNYC,Foursquare,http://foursquare.com/birdie_nyc,12/12/2012 0:00,70
DOH,Foursquare,https://foursquare.com/nychealthy,12/12/2012 0:00,44
DOT,Foursquare,http://foursquare.com/user/7474166,12/12/2012 0:00,3
DPR,Foursquare,https://foursquare.com/nycparks,12/12/2012 0:00,8887
EDC,Foursquare,https://foursquare.com/user/3045331,12/12/2012 0:00,18
FDNY,Foursquare,https://foursquare.com/fdny,12/12/2012 0:00,
Materials for the Arts,Foursquare,https://foursquare.com/mftanyc,12/12/2012 0:00,
NYC Gov,Foursquare,http://foursquare.com/nycgov,12/12/2012 0:00,
NYC Gov,Foursquare (Badge Unlock),https://foursquare.com/nycgov,12/12/2012 0:00,
NYCHA,Foursquare,https://foursquare.com/nycha,12/12/2012 0:00,382
Mayor's Office,Instagram,http://web.stagram.com/n/nycmayorsoffice,12/12/2012 0:00,
DOT,Instagram,http://web.stagram.com/n/nyc_dot,12/12/2012 0:00,
DOH,iPhone,http://itunes.apple.com/us/app/abceats/id502867547?mt=8,12/12/2012 0:00,
311,iPhone App,http://itunes.apple.com/us/app/nyc-311/id324897619?mt=8,12/12/2012 0:00,16879
DOH,iPhone app,http://itunes.apple.com/app/nyc-condom-finder-by-nyc-health/id418902795,12/12/2012 0:00,8041
DSNY,iPhone App,http://itunes.apple.com/us/app/nycrecycles/id445457149?ls=1&mt=8,12/12/2012 0:00,171
DSNY,iPhone App,http://itunes.apple.com/us/app/stuff-ex/id445438603?ls=1&mt=8,12/12/2012 0:00,142
DOT,iPhone app,You The Man,12/12/2012 0:00,2635
Mayor's Office,iPhone App,http://itunes.apple.com/us/app/nyc-city-hall/id375398827?mt=8,12/12/2012 0:00,3186
TLC,Tumblr,http://nyctlc.tumblr.com/,12/12/2012 0:00,
MOME,iPhone App,http://itunes.apple.com/us/app/nyc-media-app/id433177943?mt=8,12/12/2012 0:00,944
MOME,iPhone App,http://itunes.apple.com/us/app/miny-discount-vendors/id372448233?mt=8,12/12/2012 0:00,350
DOE,Linked-In,http://www.linkedin.com/groups?gid=1545057&home=,12/12/2012 0:00,206
DOE,Linked-In,http://www.linkedin.com/company/nyc-teaching-fellows,12/12/2012 0:00,1458
DOE,Linked-In,http://www.linkedin.com/company/nyc-department-of-education,12/12/2012 0:00,15084
ACS,Linked-In,http://www.linkedin.com/companies/260392/City+of+New+York%2C+Administration+for+Children%27s+Services?trk=ncsrch_hits&goback=%2Efcs_GLHD_city+of+new+york_false_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2,12/12/2012 0:00,
All,Linked-In,http://www.linkedin.com/company/2904?trk=tyah,12/12/2012 0:00,
Dept of Consumer Affairs,Linked-In,http://www.linkedin.com/company/831694?trk=tyah,12/12/2012 0:00,
DOF,Linked-In,http://www.linkedin.com/company/298308?trk=tyah,12/12/2012 0:00,
DOHMH,Linked-In,http://www.linkedin.com/company/245926?trk=tyah,12/12/2012 0:00,
SBS,Linked-In,http://www.linkedin.com/company/workforce1,12/12/2012 0:00,138
SBS,Linked-In,http://www.linkedin.com/company/small-business-services,12/12/2012 0:00,114
DOE,Newsletter,,12/12/2012 0:00,187180
DOT,Newsletter,,12/12/2012 0:00,72614
NYC Digital: external newsletter,Newsletter,,12/12/2012 0:00,
NYC Gov,Newsletter,0,12/12/2012 0:00,543533
NYCHA,Newsletter,,12/12/2012 0:00,
OEM,Newsletter,,12/12/2012 0:00,
,nyc.gov,2800000,12/12/2012 0:00,
Child Services,Youtube,http://www.youtube.com/user/childservices,12/12/2012 0:00,
nycgov,Pinterest,http://pinterest.com/nycgov,12/12/2012 0:00,
DOH,Pinterest,http://pinterest.com/nychealth,12/12/2012 0:00,
FDNY,Pinterest,http://pinterest.com/fdnyhome/,12/12/2012 0:00,
DRIS,Pinterest,http://pinterest.com/recordsnyc,12/12/2012 0:00,
DOE,SMS,877877,12/12/2012 0:00,382
NYCHA,SMS,,12/12/2012 0:00,
OEM,SMS,,12/12/2012 0:00,61652
NYC Digital,Tumblr,http://nycdigital.tumblr.com,12/12/2012 0:00,1135
Change By Us,Tumblr,http://nycchangebyus.tumblr.com/,12/12/2012 0:00,
DOB,Tumblr,http://nycbuildings.tumblr.com,12/12/2012 0:00,
DOH,Tumblr,http://nychealth.tumblr.com/,12/12/2012 0:00,
DOH,Tumblr,http://mygooddognyc.tumblr.com/,12/12/2012 0:00,
DOT,Tumblr,http://thedailypothole.tumblr.com ,12/12/2012 0:00,293
EDC,Tumblr,http://nycedc.tumblr.com/,12/12/2012 0:00,819
HRA,Tumblr,http://nycdads.tumblr.com,12/12/2012 0:00,
NYC & Co,Tumblr,nycgo.tumblr.com,12/12/2012 0:00,
NYC Digital,Tumblr,madeinny.tumblr.com,12/12/2012 0:00,
NYC Digital,Tumblr,http://nycopendata.tumblr.com,12/12/2012 0:00,188
NYC Gov,Tumblr,nycgov.tumblr.com,12/12/2012 0:00,
OEM,Tumblr,http://nyccert.tumblr.com/,12/12/2012 0:00,
OEM,Tumblr,http://nyccitizencorpscouncil.tumblr.com/,12/12/2012 0:00,
OMB,Tumblr,http://nycarra.tumblr.com,12/12/2012 0:00,
OEM,Tumblr,http://oempublicprivate.tumblr.com/,12/12/2012 0:00,
DOITT,Tumblr,http://nycdoitt.tumblr.com/,12/12/2012 0:00,
Young Mens Initiative,Tumblr,http://nycyoungmen.tumblr.com ,12/12/2012 0:00,
FDNY,Tumblr,http://fdny.tumblr.com/,12/12/2012 0:00,
SBS,Tumblr,http://nycheighborhoods.tumblr.com,12/12/2012 0:00,
NYCDCAS,Twitter,http://twitter.com/NYCDCAS,12/12/2012 0:00,8
SBS,Twitter,https://twitter.com/NYCWorkforce1,12/12/2012 0:00,163
City Store,Twitter,http://twitter.com/citystorenyc,12/12/2012 0:00,76
LPC,Twitter,https://twitter.com/NYCLPC,12/12/2012 0:00,231
DOE,Twitter,http://twitter.com/alumny,12/12/2012 0:00,123
OEM,Twitter,http://twitter.com/NYCOEM,12/12/2012 0:00,133
NYC & Co,Twitter,http://twitter.com/nycgoshop,12/12/2012 0:00,233
LMEC,Twitter,http://twitter.com/nyclmew,12/12/2012 0:00,242
DPR,Twitter,http://www.twitter.com/Pearl_Squirrel,12/12/2012 0:00,189
HRA,Twitter,http://twitter.com/nychra,12/12/2012 0:00,330
NYC Digital,Twitter,http://twitter.com/nycdigital,12/12/2012 0:00,547
energyNYC,Twitter,http://twitter.com/energy_nyc,12/12/2012 0:00,273
DFTA,Twitter,http://twitter.com/NYCaging,12/12/2012 0:00,386
DOE,Twitter,http://twitter.com/TheFundforPS,12/12/2012 0:00,288
MOPD,Twitter,http://twitter.com/nyc_mopd,12/12/2012 0:00,407
NYCCFB,Twitter,http://twitter.com/NYCCFB,12/12/2012 0:00,369
EDC,Twitter,http://twitter.com/AppSciNYC,12/12/2012 0:00,685
DOB: Cool Roofs,Twitter,http://twitter.com/nycCoolRoofs,12/12/2012 0:00,511
DOE,Twitter,http://twitter.com/nyctf,12/12/2012 0:00,523
DOT,Twitter,http://www.Twitter.com/YouTheManNYC,12/12/2012 0:00,476
City Charter,Twitter,http://twitter.com/CityCharterNYC,12/12/2012 0:00,613
DFTA,Twitter,http://www.twitter.com/timebanksnyc,12/12/2012 0:00,687
SBS,Twitter,http://www.twitter.com/NYCBusSolutions,12/12/2012 0:00,933
MOME,Twitter,http://www.twitter.com/madeinny,12/12/2012 0:00,1129
GreeNYC,Twitter,http://www.twitter.com/Birdie_NYC,12/12/2012 0:00,1174
DOI,Twitter,http://twitter.com/DOINews,12/12/2012 0:00,1382
DCA,Twitter,http://twitter.com/nycdca,12/12/2012 0:00,1448
DOE,Twitter,http://twitter.com/iteachnyc,12/12/2012 0:00,1297
CAU,Twitter,www.twitter.com/mayorscau,12/12/2012 0:00,1503
HHC,Twitter,http://twitter.com/HHCnyc,12/12/2012 0:00,1777
MOIA,Twitter,https://twitter.com/NYCimmigrants,12/12/2012 0:00,1670
SBS,Twitter,http://www.twitter.com/NYCBusinessExp,12/12/2012 0:00,2189
DEP,Twitter,http://twitter.com/nycwater,12/12/2012 0:00,2315
DOITT,Twitter,http://twitter.com/nycdoitt,12/12/2012 0:00,2362
PlaNYC,Twitter,http://twitter.com/PlaNYC,12/12/2012 0:00,2439
DYCD,Twitter,http://twitter.com/nycyouth,12/12/2012 0:00,2330
NYCService,Twitter,http://twitter.com/nycservice,12/12/2012 0:00,2472
TLC,Twitter,http://twitter.com/NYCTaxi,12/12/2012 0:00,2564
DOB,Twitter,http://twitter.com/nyc_buildings,12/12/2012 0:00,2850
NYCHA,Twitter,http://twitter.com/NYCHA,12/12/2012 0:00,3308
MOME,Twitter,http://www.twitter.com/nyc_media,12/12/2012 0:00,5688
EDC,Twitter,http://twitter.com/nycedc,12/12/2012 0:00,5972
DOH,Twitter,http://twitter.com/nycHealthy,12/12/2012 0:00,6452
NYC Digital,Twitter,http://twitter.com/nycgov,12/12/2012 0:00,9280
311,Twitter,http://www.twitter.com/NYCASP,12/12/2012 0:00,8929
DOT,Twitter,http://twitter.com/NYC_DOT,12/12/2012 0:00,12534
FDNY,Twitter,http://www.twitter.com/FDNY,12/12/2012 0:00,19552
DOE,Twitter,http://twitter.com/NYCSchools,12/12/2012 0:00,19088
DPR,Twitter,http://twitter.com/NYCParks,12/12/2012 0:00,19454
NYPD,Twitter,http://twitter.com/NYPDnews,12/12/2012 0:00,25057
311,Twitter,http://www.twitter.com/311NYC,12/12/2012 0:00,23500
OEM,Twitter,http://twitter.com/NotifyNYC,12/12/2012 0:00,35653
NYC & Co,Twitter,http://twitter.com/nycgo,12/12/2012 0:00,46161
Mayor's Office,Twitter,http://www.twitter.com/nycmayorsoffice,12/12/2012 0:00,58192
Change by Us,Twitter,www.twitter.com/ChangebyUs_NYC,12/12/2012 0:00,706
DHS,Twitter,www.twitter.com/nycdhs,12/12/2012 0:00,125
DOF,Twitter,https://twitter.com/nycfinance,12/12/2012 0:00,
DOHMH,Twitter,https://twitter.com/DrFarleyDOHMH,12/12/2012 0:00,
DSNY,Twitter,www.twitter.com/nycrecycles,12/12/2012 0:00,21
FDNY,Twitter,https://twitter.com/joinFDNY,12/12/2012 0:00,
Materials for the Arts,Twitter,https://twitter.com/mftanyc,12/12/2012 0:00,
MOAE,Twitter,http://twitter.com/youcantoonyc,12/12/2012 0:00,1
NYC Digital,Twitter,https://twitter.com/nycgob,12/12/2012 0:00,
NYC Waterfront,Twitter,http://twitter.com/nycwaterfront,12/12/2012 0:00,
NYCCFB,Twitter,http://twitter.com/NYCVotes,12/12/2012 0:00,
NYCGLOBAL,Twitter,www.twitter.com/nycglobal,12/12/2012 0:00,112
Prob,Twitter,www.twitter.com/nycprobation,12/12/2012 0:00,26
Vets,Twitter,http://twitter.com/NYCVeterans,12/12/2012 0:00,153
DRIS,Twitter,https://twitter.com/NYCRecords,12/12/2012 0:00,
YMI,Twitter,http://www.twitter.com/nycyoungmen,12/12/2012 0:00,
DOE,Vimeo,http://vimeo.com/nycschools,12/12/2012 0:00,
NYCSevereWeather,WordPress,http://nycsevereweather.wordpress.com/,12/12/2012 0:00,
311,WordPress,http://311nyc.wordpress.com/,12/12/2012 0:00,
DOITT,WordPress,http://nycitymap.wordpress.com/,12/12/2012 0:00,
DOITT,WordPress,http://nycitt.wordpress.com/,12/12/2012 0:00,
HHS,WordPress,http://hsdatanyc.wordpress.com/,12/12/2012 0:00,
HHS,WordPress,http://hsdata-nyc.org,12/12/2012 0:00,
LMEC,WordPress,http://lmew.wordpress.com/,12/12/2012 0:00,
Materials for the Arts,WordPress,http://mfta.wordpress.com/,12/12/2012 0:00,
MOIA,WordPress,http://ihwnyc.wordpress.com,12/12/2012 0:00,
SBS,WordPress,http://nycworkforce1partners.wordpress.com/,12/12/2012 0:00,
SBS,WordPress,http://workforce1.org,12/12/2012 0:00,
SimpliCity,WordPress,http://nycsimplicity.wordpress.com/,12/12/2012 0:00,
DOE,YouTube,http://www.youtube.com/thefundforps,12/12/2012 0:00,1
DOH,YouTube,http://www.youtube.com/user/NYCcondoms,12/12/2012 0:00,1
LMEC,YouTube,http://www.youtube.com/user/NYCLMEW,12/12/2012 0:00,5
Probation,YouTube,http://www.youtube.com/NYCProbation,12/12/2012 0:00,7
DOITT,YouTube,http://www.youtube.com/doittnews,12/12/2012 0:00,24
GreeNYC,YouTube,http://www.youtube.com/BirdieNYCity,12/12/2012 0:00,11
HRA,YouTube,http://www.youtube.com/user/HRANYC,12/12/2012 0:00,20
NYCHA,YouTube,http://www.youtube.com/NYCHAHousing,12/12/2012 0:00,22
HHC,YouTube,http://www.youtube.com/HHCnyc,12/12/2012 0:00,31
DOE,YouTube,http://www.youtube.com/nycschools,12/12/2012 0:00,45
DYCD,YouTube,http://www.youtube.com/dycdnyc,12/12/2012 0:00,51
OEM,YouTube,http://www.youtube.com/nycoem,12/12/2012 0:00,55
DOB,YouTube,http://www.youtube.com/NYCBUILDINGS,12/12/2012 0:00,72
EDC,YouTube,http://www.youtube.com/NYCEDC,12/12/2012 0:00,102
MOME,YouTube,http://www.youtube.com/nycmedia25,12/12/2012 0:00,113
DPR,YouTube,http://www.youtube.com/user/NYCParksDepartment,12/12/2012 0:00,196
DOT,YouTube,http://www.youtube.com/NYCDOT,12/12/2012 0:00,318
Mayor's Office,YouTube,http://www.youtube.com/mayorbloomberg,12/12/2012 0:00,592
NYPD,YouTube,http://www.youtube.com/nypd,12/12/2012 0:00,2957
DOH,YouTube,http://www.youtube.com/NYCHealth,12/12/2012 0:00,103
FDNY,YouTube,http://www.youtube.com/user/yourFDNY,12/12/2012 0:00,
OEM,SMS,,11/9/2012 0:00,44547
MOME,Android,MiNY Venor app,11/9/2012 0:00,343
DOT,Android,You The Man,11/9/2012 0:00,102
DOH,Android,Condom Finder,11/9/2012 0:00,5028
NYCHA,SMS,,11/9/2012 0:00,8300
DOE,SMS,877877,11/9/2012 0:00,1253
DOT,Broadcastr,,11/9/2012 0:00,
DPR,Broadcastr,http://beta.broadcastr.com/Echo.html?audioId=670026-4001,11/9/2012 0:00,
ENDHT,Facebook,http://www.facebook.com/pages/NYC-Lets-End-Human-Trafficking/125730490795659?sk=wall,11/9/2012 0:00,17
VAC,Facebook,https://www.facebook.com/pages/NYC-Voter-Assistance-Commission/110226709012110,11/9/2012 0:00,205
PlaNYC,Facebook,http://www.facebook.com/pages/New-York-NY/PlaNYC/160454173971169?ref=ts,11/9/2012 0:00,342
DFTA,Facebook,http://www.facebook.com/pages/NYC-Department-for-the-Aging/109028655823590,11/9/2012 0:00,261
energyNYC,Facebook,http://www.facebook.com/EnergyNYC?sk=wall,11/9/2012 0:00,371
MOIA,Facebook,http://www.facebook.com/ihwnyc,11/9/2012 0:00,421
City Store,Facebook,http://www.facebook.com/citystorenyc,11/9/2012 0:00,348
OCDV,Facebook,http://www.facebook.com/pages/NYC-Healthy-Relationship-Training-Academy/134637829901065,11/9/2012 0:00,357
HIA,Facebook,http://www.facebook.com/pages/New-York-City-Health-Insurance-Link/145920551598,11/9/2012 0:00,321
MOPD,Facebook,http://www.facebook.com/pages/New-York-City-Mayors-Office-for-People-with-Disabilities/145237285504681?sk=wall,11/9/2012 0:00,497
DOB: UrbanCanvas,Facebook,http://www.facebook.com/NYCurbancanvas,11/9/2012 0:00,324
DOT,Facebook,http://www.facebook.com/JanetteSadikKhan,11/9/2012 0:00,426
HRA,Facebook,http://www.facebook.com/#!/pages/New-York-NY/NYC-DADS/111504588886342,11/9/2012 0:00,467
MOPD,Facebook,http://www.facebook.com/profile.php?id=1570569347,11/9/2012 0:00,319
DFTA,Facebook,http://www.facebook.com/timebanksnyc,11/9/2012 0:00,372
DOB: Cool Roofs,Facebook,http://www.facebook.com/coolroofs?sk=wall,11/9/2012 0:00,584
NYC & Co,Facebook,http://www.facebook.com/nycgo.nl,11/9/2012 0:00,465
MOIA,Facebook,http://www.facebook.com/pages/NYC-Mayors-Office-of-Immigrant-Affairs/118622031512497,11/9/2012 0:00,603
CAU,Facebook,http://www.facebook.com/NYCMayorsCAU,11/9/2012 0:00,560
DOITT,Facebook,http://www.facebook.com/pages/New-York-NY/NYC-INFORMATION-TECHNOLOGY-TELECOMMUNICATIONS/104786059565184,11/9/2012 0:00,525
City Charter,Facebook,http://www.facebook.com/pages/New-York-NY/NYC-Charter-Revision-Commission/110528715643388,11/9/2012 0:00,293
Vets,Facebook,http://www.facebook.com/pages/NYC-Mayors-Office-of-Veterans-Affairs/128003537214726,11/9/2012 0:00,572
