Agency,Platform,Url,Date Sampled,Likes
NYC Mayors Cup,Facebook,https://www.facebook.com/nycmayorscup,9/21/2012 0:00,12484
DOH,Facebook,http://www.facebook.com/nycquits,9/21/2012 0:00,9995
DOE,Facebook,http://www.facebook.com/pages/I-TEACH-NYC/11409913191,9/21/2012 0:00,7962
DOE,Facebook,http://www.facebook.com/fundforpublicschools,9/21/2012 0:00,8372
DPR,Facebook,http://www.facebook.com/nycparks,9/21/2012 0:00,18447
OEM,Facebook,http://www.facebook.com/nycemergencymanagement,9/21/2012 0:00,15214
DOE,Facebook,http://www.facebook.com/NYCschools,9/21/2012 0:00,23311
DOH,Facebook,http://www.facebook.com/NYCcondom,9/21/2012 0:00,19039
NYC & Co,Facebook,http://www.facebook.com/nycgo,9/21/2012 0:00,50133
FDNY,Facebook,http://www.facebook.com/FDNYhome,9/21/2012 0:00,108461
CCRB,Facebook,https://www.facebook.com/home.php#!/pages/NYC-Civilian-Complaint-Review-Board/152765208087880,9/21/2012 0:00,20
Commission on Human Rights,Facebook,http://www.facebook.com/NYCCommissionOnHumanRights,9/21/2012 0:00,126
DOB,Facebook,http://www.facebook.com/NYCBuildings,9/21/2012 0:00,1338
DSNY,Facebook,http://www.facebook.com/pages/NYC-Recycle-More-Waste-Less/152173854860863,9/21/2012 0:00,554
HDP,Facebook,http://www.facebook.com/pages/NYC-HPD-POE/128962093860639,9/21/2012 0:00,943
HPD/Commission on Human Rights,Facebook,http://www.facebook.com/FairHousingNyc,9/21/2012 0:00,85
LPC,Facebook,http://www.facebook.com/pages/NYC-Landmarks-Preservation-Commission/133261836703216,9/21/2012 0:00,285
Materials for the Arts,Facebook,https://www.facebook.com/mftanyc,9/21/2012 0:00,3373
MOAE,Facebook,http://www.facebook.com/pages/You-Can-Too/203525729692056,9/21/2012 0:00,138
MOIA,Facebook,http://www.facebook.com/pages/WE-ARE-NEW-YORK/174438697072,9/21/2012 0:00,2042
MOME,Facebook,http://www.facebook.com/NYCMINY,9/21/2012 0:00,2919
NYC Gov,Facebook,http://www.facebook.com/nycgov,9/21/2012 0:00,35272
NYCCFB,Facebook,http://www.facebook.com/nycvotes,9/21/2012 0:00,230
NYPD,Facebook,https://www.facebook.com/NYPD,9/21/2012 0:00,77759
DRIS,Facebook,http://www.facebook.com/NycDeptOfRecords,9/21/2012 0:00,75
DRIS,Facebook,http://www.facebook.com/MayorEdKochNYCRecords,9/21/2012 0:00,88
DRIS,Facebook,http://www.facebook.com/MayorJohnLindsayNYCRecords,9/21/2012 0:00,60
DRIS,Facebook,http://www.facebook.com/MayorFiorelloLaGuardiaNYCRecords,9/21/2012 0:00,75
DOITT,Tumblr,http://nycdoitt.tumblr.com/,9/21/2012 0:00,
LMEC,Flickr,http://www.facebook.com/pages/New-York-NY/Latin-Media-and-Entertainment-Week/122259604487271,9/21/2012 0:00,369
DEP,Flickr,http://www.flickr.com/photos/nycep,9/21/2012 0:00,
DOB,Flickr,http://www.flickr.com/photos/nyc_buildings/,9/21/2012 0:00,
DOE,Flickr,http://www.flickr.com/photos/nycschools,9/21/2012 0:00,
DOITT,Flickr,http://www.flickr.com/photos/nyc_doitt,9/21/2012 0:00,
DOT,Flickr,http://www.flickr.com/photos/nycstreets,9/21/2012 0:00,
DPR,Flickr,http://www.flickr.com/photos/nycparks/,9/21/2012 0:00,
DSNY,Flickr,http://flickr.com/nycrecyclemore,9/21/2012 0:00,
EDC,Flickr,http://www.flickr.com/nycedc,9/21/2012 0:00,
FDNY,Flickr,http://www.flickr.com/groups/fdny-ems,9/21/2012 0:00,
HHC,Flickr,http://www.flickr.com/hhcnyc,9/21/2012 0:00,
LMEC,Flickr,http://www.flickr.com/photos/nyclatinmedia/,9/21/2012 0:00,
LPC,Flickr,http://www.flickr.com/photos/nyclandmarks,9/21/2012 0:00,
Materials for the Arts,Flickr,http://www.flickr.com/photos/materialsforthearts,9/21/2012 0:00,
Mayor's Office,Flickr,http://www.flickr.com/photos/nycmayorsoffice/,9/21/2012 0:00,
NYC Digital,Flickr,http://www.flickr.com/photos/nycdigital/,9/21/2012 0:00,
NYCHA,Flickr,http://www.flickr.com/photos/nychapics,9/21/2012 0:00,
PlaNYC,Flickr,http://www.flickr.com/photos/planyc/,9/21/2012 0:00,
Prob,Flickr,http://www.flickr.com/photos/nycprobation/,9/21/2012 0:00,
SnowUpdate,Flickr,http://www.flickr.com/groups/1604085@N23/,9/21/2012 0:00,
HRA,Flickr,http://www.flickr.com/people/nychra/,9/21/2012 0:00,
DSNY,Flickr,http://www.flickr.com/photos/86722064@N03/,9/21/2012 0:00,
GreeNYC,Foursquare,http://foursquare.com/birdie_nyc,9/21/2012 0:00,87
DOH,Foursquare,https://foursquare.com/nychealthy,9/21/2012 0:00,287
DOT,Foursquare,http://foursquare.com/user/7474166,9/21/2012 0:00,4
DPR,Foursquare,https://foursquare.com/nycparks,9/21/2012 0:00,17424
EDC,Foursquare,https://foursquare.com/user/3045331,9/21/2012 0:00,19
FDNY,Foursquare,https://foursquare.com/fdny,9/21/2012 0:00,668
Materials for the Arts,Foursquare,https://foursquare.com/mftanyc,9/21/2012 0:00,11
NYC Gov,Foursquare,http://foursquare.com/nycgov,9/21/2012 0:00,31123
NYC Gov,Foursquare (Badge Unlock),https://foursquare.com/nycgov,9/21/2012 0:00,11256
NYCHA,Foursquare,https://foursquare.com/nycha,9/21/2012 0:00,807
Mayor's Office,Instagram,http://web.stagram.com/n/nycmayorsoffice,9/21/2012 0:00,27891
DOT,Instagram,http://web.stagram.com/n/nyc_dot,9/21/2012 0:00,
DOH,iPhone,http://itunes.apple.com/us/app/abceats/id502867547?mt=8,9/21/2012 0:00,12924
311,iPhone App,http://itunes.apple.com/us/app/nyc-311/id324897619?mt=8,9/21/2012 0:00,26581
DOH,iPhone app,http://itunes.apple.com/app/nyc-condom-finder-by-nyc-health/id418902795,9/21/2012 0:00,28000
DSNY,iPhone App,http://itunes.apple.com/us/app/nycrecycles/id445457149?ls=1&mt=8,9/21/2012 0:00,987
DSNY,iPhone App,http://itunes.apple.com/us/app/stuff-ex/id445438603?ls=1&mt=8,9/21/2012 0:00,960
DOT,iPhone app,You The Man,9/21/2012 0:00,2713
Mayor's Office,iPhone App,http://itunes.apple.com/us/app/nyc-city-hall/id375398827?mt=8,9/21/2012 0:00,5877
MOME,iPhone App,http://itunes.apple.com/us/app/nyc-media-app/id433177943?mt=8,9/21/2012 0:00,2580
MOME,iPhone App,http://itunes.apple.com/us/app/miny-discount-vendors/id372448233?mt=8,9/21/2012 0:00,350
DOE,Linked-In,http://www.linkedin.com/groups?gid=1545057&home=,9/21/2012 0:00,531
DOE,Linked-In,http://www.linkedin.com/company/nyc-teaching-fellows,9/21/2012 0:00,2299
DOE,Linked-In,http://www.linkedin.com/company/nyc-department-of-education,9/21/2012 0:00,22691
SBS,Twitter,https://twitter.com/NYCWorkforce1,9/21/2012 0:00,600
ACS,Linked-In,http://www.linkedin.com/companies/260392/City+of+New+York%2C+Administration+for+Children%27s+Services?trk=ncsrch_hits&goback=%2Efcs_GLHD_city+of+new+york_false_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2,9/21/2012 0:00,1046
All,Linked-In,http://www.linkedin.com/company/2904?trk=tyah,9/21/2012 0:00,4767
Dept of Consumer Affairs,Linked-In,http://www.linkedin.com/company/831694?trk=tyah,9/21/2012 0:00,134
DOF,Linked-In,http://www.linkedin.com/company/298308?trk=tyah,9/21/2012 0:00,163
DOHMH,Linked-In,http://www.linkedin.com/company/245926?trk=tyah,9/21/2012 0:00,2300
SBS,Linked-In,http://www.linkedin.com/company/workforce1,9/21/2012 0:00,751
SBS,Linked-In,http://www.linkedin.com/company/small-business-services,9/21/2012 0:00,158
DOE,Newsletter,,9/21/2012 0:00,370351
DOT,Newsletter,,9/21/2012 0:00,80831
NYC Digital: external newsletter,Newsletter,,9/21/2012 0:00,198
NYC Gov,Newsletter,0,9/21/2012 0:00,594039
NYCHA,Newsletter,,9/21/2012 0:00,44983
OEM,Newsletter,,9/21/2012 0:00,47473
,nyc.gov,2800000,9/21/2012 0:00,
nycgov,Pinterest,http://pinterest.com/nycgov,9/21/2012 0:00,
DOH,Pinterest,http://pinterest.com/nychealth,9/21/2012 0:00,9
FDNY,Pinterest,http://pinterest.com/fdnyhome/,9/21/2012 0:00,65
DRIS,Pinterest,http://pinterest.com/recordsnyc,9/21/2012 0:00,
DOE,SMS,877877,9/21/2012 0:00,1253
NYCHA,SMS,,9/21/2012 0:00,8300
OEM,SMS,,9/21/2012 0:00,44547
NYC Digital,Tumblr,http://nycdigital.tumblr.com,9/21/2012 0:00,14658
Change By Us,Tumblr,http://nycchangebyus.tumblr.com/,9/21/2012 0:00,
DOB,Tumblr,http://nycbuildings.tumblr.com,9/21/2012 0:00,
DOH,Tumblr,http://nychealth.tumblr.com/,9/21/2012 0:00,54
DOH,Tumblr,http://mygooddognyc.tumblr.com/,9/21/2012 0:00,18
DOT,Tumblr,http://thedailypothole.tumblr.com ,9/21/2012 0:00,3668
EDC,Tumblr,http://nycedc.tumblr.com/,9/21/2012 0:00,18480
HRA,Tumblr,http://nycdads.tumblr.com,9/21/2012 0:00,
NYC & Co,Tumblr,nycgo.tumblr.com,9/21/2012 0:00,1061
NYC Digital,Tumblr,madeinny.tumblr.com,9/21/2012 0:00,85
NYC Digital,Tumblr,http://nycopendata.tumblr.com,9/21/2012 0:00,349
NYC Gov,Tumblr,nycgov.tumblr.com,9/21/2012 0:00,19062
OEM,Tumblr,http://nyccert.tumblr.com/,9/21/2012 0:00,22
OEM,Tumblr,http://nyccitizencorpscouncil.tumblr.com/,9/21/2012 0:00,22
OMB,Tumblr,http://nycarra.tumblr.com,9/21/2012 0:00,3205
TLC,Tumblr,http://nyctlc.tumblr.com/,9/21/2012 0:00,
OEM,Tumblr,http://oempublicprivate.tumblr.com/,9/21/2012 0:00,2
Young Mens Initiative,Tumblr,http://nycyoungmen.tumblr.com ,9/21/2012 0:00,1
FDNY,Tumblr,http://fdny.tumblr.com/,9/21/2012 0:00,
SBS,Tumblr,http://nycheighborhoods.tumblr.com,9/21/2012 0:00,
NYCDCAS,Twitter,http://twitter.com/NYCDCAS,9/21/2012 0:00,43
City Store,Twitter,http://twitter.com/citystorenyc,9/21/2012 0:00,365
LPC,Twitter,https://twitter.com/NYCLPC,9/21/2012 0:00,690
DOE,Twitter,http://twitter.com/alumny,9/21/2012 0:00,188
OEM,Twitter,http://twitter.com/NYCOEM,9/21/2012 0:00,394
NYC & Co,Twitter,http://twitter.com/nycgoshop,9/21/2012 0:00,381
LMEC,Twitter,http://twitter.com/nyclmew,9/21/2012 0:00,453
DPR,Twitter,http://www.twitter.com/Pearl_Squirrel,9/21/2012 0:00,296
HRA,Twitter,http://twitter.com/nychra,9/21/2012 0:00,869
NYC Digital,Twitter,http://twitter.com/nycdigital,9/21/2012 0:00,2560
energyNYC,Twitter,http://twitter.com/energy_nyc,9/21/2012 0:00,907
DFTA,Twitter,http://twitter.com/NYCaging,9/21/2012 0:00,841
DOE,Twitter,http://twitter.com/TheFundforPS,9/21/2012 0:00,592
MOPD,Twitter,http://twitter.com/nyc_mopd,9/21/2012 0:00,848
NYCCFB,Twitter,http://twitter.com/NYCCFB,9/21/2012 0:00,925
EDC,Twitter,http://twitter.com/AppSciNYC,9/21/2012 0:00,1535
DOB: Cool Roofs,Twitter,http://twitter.com/nycCoolRoofs,9/21/2012 0:00,1092
DOE,Twitter,http://twitter.com/nyctf,9/21/2012 0:00,914
DOT,Twitter,http://www.Twitter.com/YouTheManNYC,9/21/2012 0:00,927
City Charter,Twitter,http://twitter.com/CityCharterNYC,9/21/2012 0:00,867
DFTA,Twitter,http://www.twitter.com/timebanksnyc,9/21/2012 0:00,939
SBS,Twitter,http://www.twitter.com/NYCBusSolutions,9/21/2012 0:00,1767
MOME,Twitter,http://www.twitter.com/madeinny,9/21/2012 0:00,3376
GreeNYC,Twitter,http://www.twitter.com/Birdie_NYC,9/21/2012 0:00,2020
DOI,Twitter,http://twitter.com/DOINews,9/21/2012 0:00,2180
DCA,Twitter,http://twitter.com/nycdca,9/21/2012 0:00,2635
DOE,Twitter,http://twitter.com/iteachnyc,9/21/2012 0:00,1621
CAU,Twitter,www.twitter.com/mayorscau,9/21/2012 0:00,2285
HHC,Twitter,http://twitter.com/HHCnyc,9/21/2012 0:00,3289
MOIA,Twitter,https://twitter.com/NYCimmigrants,9/21/2012 0:00,2472
SBS,Twitter,http://www.twitter.com/NYCBusinessExp,9/21/2012 0:00,3215
DEP,Twitter,http://twitter.com/nycwater,9/21/2012 0:00,4054
DOITT,Twitter,http://twitter.com/nycdoitt,9/21/2012 0:00,3891
PlaNYC,Twitter,http://twitter.com/PlaNYC,9/21/2012 0:00,4199
DYCD,Twitter,http://twitter.com/nycyouth,9/21/2012 0:00,3636
NYCService,Twitter,http://twitter.com/nycservice,9/21/2012 0:00,3924
TLC,Twitter,http://twitter.com/NYCTaxi,9/21/2012 0:00,4052
DOB,Twitter,http://twitter.com/nyc_buildings,9/21/2012 0:00,4797
NYCHA,Twitter,http://twitter.com/NYCHA,9/21/2012 0:00,4686
MOME,Twitter,http://www.twitter.com/nyc_media,9/21/2012 0:00,8851
EDC,Twitter,http://twitter.com/nycedc,9/21/2012 0:00,9536
DOH,Twitter,http://twitter.com/nycHealthy,9/21/2012 0:00,10957
NYC Digital,Twitter,http://twitter.com/nycgov,9/21/2012 0:00,35434
311,Twitter,http://www.twitter.com/NYCASP,9/21/2012 0:00,11457
DOT,Twitter,http://twitter.com/NYC_DOT,9/21/2012 0:00,17964
FDNY,Twitter,http://www.twitter.com/FDNY,9/21/2012 0:00,36550
DOE,Twitter,http://twitter.com/NYCSchools,9/21/2012 0:00,26169
DPR,Twitter,http://twitter.com/NYCParks,9/21/2012 0:00,29141
NYPD,Twitter,http://twitter.com/NYPDnews,9/21/2012 0:00,41448
311,Twitter,http://www.twitter.com/311NYC,9/21/2012 0:00,32529
OEM,Twitter,http://twitter.com/NotifyNYC,9/21/2012 0:00,43680
NYC & Co,Twitter,http://twitter.com/nycgo,9/21/2012 0:00,64701
Mayor's Office,Twitter,http://www.twitter.com/nycmayorsoffice,9/21/2012 0:00,72422
Change by Us,Twitter,www.twitter.com/ChangebyUs_NYC,9/21/2012 0:00,1428
DHS,Twitter,www.twitter.com/nycdhs,9/21/2012 0:00,518
DOF,Twitter,https://twitter.com/nycfinance,9/21/2012 0:00,1064
DOHMH,Twitter,https://twitter.com/DrFarleyDOHMH,9/21/2012 0:00,663
DSNY,Twitter,www.twitter.com/nycrecycles,9/21/2012 0:00,271
FDNY,Twitter,https://twitter.com/joinFDNY,9/21/2012 0:00,1794
Materials for the Arts,Twitter,https://twitter.com/mftanyc,9/21/2012 0:00,2321
MOAE,Twitter,http://twitter.com/youcantoonyc,9/21/2012 0:00,79
NYC Digital,Twitter,https://twitter.com/nycgob,9/21/2012 0:00,316
NYC Waterfront,Twitter,http://twitter.com/nycwaterfront,9/21/2012 0:00,353
NYCCFB,Twitter,http://twitter.com/NYCVotes,9/21/2012 0:00,393
NYCGLOBAL,Twitter,www.twitter.com/nycglobal,9/21/2012 0:00,176
Prob,Twitter,www.twitter.com/nycprobation,9/21/2012 0:00,285
Vets,Twitter,http://twitter.com/NYCVeterans,9/21/2012 0:00,385
DRIS,Twitter,https://twitter.com/NYCRecords,9/21/2012 0:00,39
YMI,Twitter,http://www.twitter.com/nycyoungmen,9/21/2012 0:00,24
DOE,Vimeo,http://vimeo.com/nycschools,9/21/2012 0:00,
NYCSevereWeather,WordPress,http://nycsevereweather.wordpress.com/,9/21/2012 0:00,
311,WordPress,http://311nyc.wordpress.com/,9/21/2012 0:00,
DOITT,WordPress,http://nycitymap.wordpress.com/,9/21/2012 0:00,
DOITT,WordPress,http://nycitt.wordpress.com/,9/21/2012 0:00,
HHS,WordPress,http://hsdatanyc.wordpress.com/,9/21/2012 0:00,
HHS,WordPress,http://hsdata-nyc.org,9/21/2012 0:00,
LMEC,WordPress,http://lmew.wordpress.com/,9/21/2012 0:00,
Materials for the Arts,WordPress,http://mfta.wordpress.com/,9/21/2012 0:00,4647
MOIA,WordPress,http://ihwnyc.wordpress.com,9/21/2012 0:00,
SBS,WordPress,http://nycworkforce1partners.wordpress.com/,9/21/2012 0:00,
SBS,WordPress,http://workforce1.org,9/21/2012 0:00,
SimpliCity,WordPress,http://nycsimplicity.wordpress.com/,9/21/2012 0:00,
DOE,YouTube,http://www.youtube.com/thefundforps,9/21/2012 0:00,
DOH,YouTube,http://www.youtube.com/user/NYCcondoms,9/21/2012 0:00,2
LMEC,YouTube,http://www.youtube.com/user/NYCLMEW,9/21/2012 0:00,8
Probation,YouTube,http://www.youtube.com/NYCProbation,9/21/2012 0:00,11
DOITT,YouTube,http://www.youtube.com/doittnews,9/21/2012 0:00,33
GreeNYC,YouTube,http://www.youtube.com/BirdieNYCity,9/21/2012 0:00,22
HRA,YouTube,http://www.youtube.com/user/HRANYC,9/21/2012 0:00,38
NYCHA,YouTube,http://www.youtube.com/NYCHAHousing,9/21/2012 0:00,42
HHC,YouTube,http://www.youtube.com/HHCnyc,9/21/2012 0:00,50
DOE,YouTube,http://www.youtube.com/nycschools,9/21/2012 0:00,44
DYCD,YouTube,http://www.youtube.com/dycdnyc,9/21/2012 0:00,57
OEM,YouTube,http://www.youtube.com/nycoem,9/21/2012 0:00,81
DOB,YouTube,http://www.youtube.com/NYCBUILDINGS,9/21/2012 0:00,93
EDC,YouTube,http://www.youtube.com/NYCEDC,9/21/2012 0:00,153
MOME,YouTube,http://www.youtube.com/nycmedia25,9/21/2012 0:00,212
DPR,YouTube,http://www.youtube.com/user/NYCParksDepartment,9/21/2012 0:00,275
DOT,YouTube,http://www.youtube.com/NYCDOT,9/21/2012 0:00,350
Mayor's Office,YouTube,http://www.youtube.com/mayorbloomberg,9/21/2012 0:00,789
NYPD,YouTube,http://www.youtube.com/nypd,9/21/2012 0:00,3376
DOH,YouTube,http://www.youtube.com/NYCHealth,9/21/2012 0:00,168
FDNY,YouTube,http://www.youtube.com/user/yourFDNY,9/21/2012 0:00,1854
Child Services,Youtube,http://www.youtube.com/user/childservices,9/21/2012 0:00,10
DCA,YouTube,http://www.youtube.com/nycdca,9/21/2012 0:00,26
DOC,YouTube,http://www.youtube.com/user/OFFICIALNYCDOC,9/21/2012 0:00,0
DOH,Youtube,http://www.youtube.com/user/drinkingsugar,9/21/2012 0:00,233
DSNY,YouTube,http://www.youtube.com/nycrecyclemore,9/21/2012 0:00,16
Materials for the Arts,YouTube,http://www.youtube.com/user/MaterialsForTheArts,9/21/2012 0:00,4
Mayor's Fund,Youtube,http://www.youtube.com/mayorsfundnyc,9/21/2012 0:00,13
MOAE,YouTube,http://www.youtube.com/YouCanTooNYC,9/21/2012 0:00,12
NYC Gov,YouTube,http://www.youtube.com/nycgov,9/21/2012 0:00,24
NYC Water,Youtube,http://www.youtube.com/nycwater,9/21/2012 0:00,23
Veteran's Affairs,Youtube,http://www.youtube.com/channel/UCi6IvOszIb3hHPMUsaNKyXA,9/21/2012 0:00,2
DRIS,YouTube,http://www.youtube.com/nycdeptofrecords,9/21/2012 0:00,90
TLC,Facebook,http://www.facebook.com/pages/NYC-Taxi-and-Limousine-Commission/101679939900978?v=wall,9/21/2012 0:00,926
nycgov,Google+,https://plus.google.com/u/0/b/104030911277642419611/104030911277642419611/posts/p/pub,9/21/2012 0:00,
MOME,Android,MiNY Venor app,9/21/2012 0:00,343
DOT,Android,You The Man,9/21/2012 0:00,102
SBS,WordPress,http://workforce1.org,8/2/2012 0:00,
TOTAL,TOTAL,TOTAL,8/2/2012 0:00,2383470
nycgov,Google+,https://plus.google.com/u/0/b/104030911277642419611/104030911277642419611/posts/p/pub,8/2/2012 0:00,
TLC,Facebook,http://www.facebook.com/pages/NYC-Taxi-and-Limousine-Commission/101679939900978?v=wall,8/2/2012 0:00,841
DRIS,YouTube,http://www.youtube.com/nycdeptofrecords,8/2/2012 0:00,89
Veteran's Affairs,Youtube,http://www.youtube.com/channel/UCi6IvOszIb3hHPMUsaNKyXA,8/2/2012 0:00,1
NYC Water,Youtube,http://www.youtube.com/nycwater,8/2/2012 0:00,20
NYC Gov,YouTube,http://www.youtube.com/nycgov,8/2/2012 0:00,19
MOAE,YouTube,http://www.youtube.com/YouCanTooNYC,8/2/2012 0:00,10
Mayor's Fund,Youtube,http://www.youtube.com/mayorsfundnyc,8/2/2012 0:00,10
Materials for the Arts,YouTube,http://www.youtube.com/user/MaterialsForTheArts,8/2/2012 0:00,2
DSNY,YouTube,http://www.youtube.com/nycrecyclemore,8/2/2012 0:00,7
DOH,Youtube,http://www.youtube.com/user/drinkingsugar,8/2/2012 0:00,218
DOC,YouTube,http://www.youtube.com/user/OFFICIALNYCDOC,8/2/2012 0:00,0
DCA,YouTube,http://www.youtube.com/nycdca,8/2/2012 0:00,25
Child Services,Youtube,http://www.youtube.com/user/childservices,8/2/2012 0:00,9
FDNY,YouTube,http://www.youtube.com/user/yourFDNY,8/2/2012 0:00,1538
DOH,YouTube,http://www.youtube.com/NYCHealth,8/2/2012 0:00,157
NYPD,YouTube,http://www.youtube.com/nypd,8/2/2012 0:00,3147
Mayor's Office,YouTube,http://www.youtube.com/mayorbloomberg,8/2/2012 0:00,722
DOT,YouTube,http://www.youtube.com/NYCDOT,8/2/2012 0:00,333
DPR,YouTube,http://www.youtube.com/user/NYCParksDepartment,8/2/2012 0:00,266
MOME,YouTube,http://www.youtube.com/nycmedia25,8/2/2012 0:00,196
EDC,YouTube,http://www.youtube.com/NYCEDC,8/2/2012 0:00,144
DOB,YouTube,http://www.youtube.com/NYCBUILDINGS,8/2/2012 0:00,90
OEM,YouTube,http://www.youtube.com/nycoem,8/2/2012 0:00,78
DYCD,YouTube,http://www.youtube.com/dycdnyc,8/2/2012 0:00,56
DOE,YouTube,http://www.youtube.com/nycschools,8/2/2012 0:00,44
HHC,YouTube,http://www.youtube.com/HHCnyc,8/2/2012 0:00,46
NYCHA,YouTube,http://www.youtube.com/NYCHAHousing,8/2/2012 0:00,38
HRA,YouTube,http://www.youtube.com/user/HRANYC,8/2/2012 0:00,34
GreeNYC,YouTube,http://www.youtube.com/BirdieNYCity,8/2/2012 0:00,18
DOITT,YouTube,http://www.youtube.com/doittnews,8/2/2012 0:00,33
Probation,YouTube,http://www.youtube.com/NYCProbation,8/2/2012 0:00,9
LMEC,YouTube,http://www.youtube.com/user/NYCLMEW,8/2/2012 0:00,7
DOH,YouTube,http://www.youtube.com/user/NYCcondoms,8/2/2012 0:00,1
DOE,YouTube,http://www.youtube.com/thefundforps,8/2/2012 0:00,1
SimpliCity,WordPress,http://nycsimplicity.wordpress.com/,8/2/2012 0:00,
SBS,WordPress,http://nycworkforce1partners.wordpress.com/,8/2/2012 0:00,
MOIA,WordPress,http://ihwnyc.wordpress.com,8/2/2012 0:00,
Materials for the Arts,WordPress,http://mfta.wordpress.com/,8/2/2012 0:00,4647
LMEC,WordPress,http://lmew.wordpress.com/,8/2/2012 0:00,
HHS,WordPress,http://hsdata-nyc.org,8/2/2012 0:00,
HHS,WordPress,http://hsdatanyc.wordpress.com/,8/2/2012 0:00,
DOITT,WordPress,http://nycitt.wordpress.com/,8/2/2012 0:00,
DOITT,WordPress,http://nycitymap.wordpress.com/,8/2/2012 0:00,
311,WordPress,http://311nyc.wordpress.com/,8/2/2012 0:00,
NYCSevereWeather,WordPress,http://nycsevereweather.wordpress.com/,8/2/2012 0:00,
DOE,Vimeo,http://vimeo.com/nycschools,8/2/2012 0:00,
YMI,Twitter,http://www.twitter.com/nycyoungmen,8/2/2012 0:00,
DRIS,Twitter,https://twitter.com/NYCRecords,8/2/2012 0:00,
Vets,Twitter,http://twitter.com/NYCVeterans,8/2/2012 0:00,336
Prob,Twitter,www.twitter.com/nycprobation,8/2/2012 0:00,239
NYCGLOBAL,Twitter,www.twitter.com/nycglobal,8/2/2012 0:00,173
NYCCFB,Twitter,http://twitter.com/NYCVotes,8/2/2012 0:00,324
NYC Waterfront,Twitter,http://twitter.com/nycwaterfront,8/2/2012 0:00,284
NYC Digital,Twitter,https://twitter.com/nycgob,8/2/2012 0:00,270
MOAE,Twitter,http://twitter.com/youcantoonyc,8/2/2012 0:00,64
Materials for the Arts,Twitter,https://twitter.com/mftanyc,8/2/2012 0:00,2180
FDNY,Twitter,https://twitter.com/joinFDNY,8/2/2012 0:00,1691
DSNY,Twitter,www.twitter.com/nycrecycles,8/2/2012 0:00,93
DOHMH,Twitter,https://twitter.com/DrFarleyDOHMH,8/2/2012 0:00,476
DOF,Twitter,https://twitter.com/nycfinance,8/2/2012 0:00,945
Change by Us,Twitter,www.twitter.com/ChangebyUs_NYC,8/2/2012 0:00,1339
Mayor's Office,Twitter,http://www.twitter.com/nycmayorsoffice,8/2/2012 0:00,69204
NYC & Co,Twitter,http://twitter.com/nycgo,8/2/2012 0:00,61188
OEM,Twitter,http://twitter.com/NotifyNYC,8/2/2012 0:00,41398
311,Twitter,http://www.twitter.com/311NYC,8/2/2012 0:00,30807
NYPD,Twitter,http://twitter.com/NYPDnews,8/2/2012 0:00,37899
DPR,Twitter,http://twitter.com/NYCParks,8/2/2012 0:00,27477
DOE,Twitter,http://twitter.com/NYCSchools,8/2/2012 0:00,24739
FDNY,Twitter,http://www.twitter.com/FDNY,8/2/2012 0:00,32535
DOT,Twitter,http://twitter.com/NYC_DOT,8/2/2012 0:00,17006
311,Twitter,http://www.twitter.com/NYCASP,8/2/2012 0:00,11106
NYC Digital,Twitter,http://twitter.com/nycgov,8/2/2012 0:00,30407
DOH,Twitter,http://twitter.com/nycHealthy,8/2/2012 0:00,10214
EDC,Twitter,http://twitter.com/nycedc,8/2/2012 0:00,8855
MOME,Twitter,http://www.twitter.com/nyc_media,8/2/2012 0:00,8326
NYCHA,Twitter,http://twitter.com/NYCHA,8/2/2012 0:00,4421
DOB,Twitter,http://twitter.com/nyc_buildings,8/2/2012 0:00,4464
TLC,Twitter,http://twitter.com/NYCTaxi,8/2/2012 0:00,3796
NYCService,Twitter,http://twitter.com/nycservice,8/2/2012 0:00,3672
DYCD,Twitter,http://twitter.com/nycyouth,8/2/2012 0:00,3308
PlaNYC,Twitter,http://twitter.com/PlaNYC,8/2/2012 0:00,3870
DOITT,Twitter,http://twitter.com/nycdoitt,8/2/2012 0:00,3623
DEP,Twitter,http://twitter.com/nycwater,8/2/2012 0:00,3769
SBS,Twitter,http://www.twitter.com/NYCBusinessExp,8/2/2012 0:00,3023
MOIA,Twitter,https://twitter.com/NYCimmigrants,8/2/2012 0:00,2293
HHC,Twitter,http://twitter.com/HHCnyc,8/2/2012 0:00,3045
CAU,Twitter,www.twitter.com/mayorscau,8/2/2012 0:00,2094
DOE,Twitter,http://twitter.com/iteachnyc,8/2/2012 0:00,1584
DCA,Twitter,http://twitter.com/nycdca,8/2/2012 0:00,2412
DOI,Twitter,http://twitter.com/DOINews,8/2/2012 0:00,1998
GreeNYC,Twitter,http://www.twitter.com/Birdie_NYC,8/2/2012 0:00,1791
MOME,Twitter,http://www.twitter.com/madeinny,8/2/2012 0:00,2862
SBS,Twitter,http://www.twitter.com/NYCBusSolutions,8/2/2012 0:00,1617
DFTA,Twitter,http://www.twitter.com/timebanksnyc,8/2/2012 0:00,897
City Charter,Twitter,http://twitter.com/CityCharterNYC,8/2/2012 0:00,823
DOT,Twitter,http://www.Twitter.com/YouTheManNYC,8/2/2012 0:00,927
DOE,Twitter,http://twitter.com/nyctf,8/2/2012 0:00,835
DOB: Cool Roofs,Twitter,http://twitter.com/nycCoolRoofs,8/2/2012 0:00,992
EDC,Twitter,http://twitter.com/AppSciNYC,8/2/2012 0:00,1452
